Dim1	Dim2	id	tsne
23.3023319988888	2.85737348330031	TCGA-ZF-A9RN-01A-11R-A42T-07	indegree
10.7210356348363	23.0122493598781	TCGA-4Z-AA83-01A-11R-A39I-07	indegree
14.7630291808687	-1.27108175746357	TCGA-DK-A1A3-01A-11R-A13Y-07	indegree
14.7984807931808	21.4100731177371	TCGA-DK-AA71-01A-31R-A39I-07	indegree
15.7027088208926	18.7526838641272	TCGA-FD-A3NA-01A-11R-A21D-07	indegree
11.4863855273104	23.6384770540836	TCGA-FJ-A3Z9-01A-11R-A26T-07	indegree
11.7342955271387	18.533446037676	TCGA-4Z-AA7R-01A-11R-A39I-07	indegree
34.4518055634729	11.5127475639876	TCGA-ZF-AA4W-01A-12R-A38B-07	indegree
15.6769213807601	-7.64021937682008	TCGA-GC-A3OO-01A-11R-A22U-07	indegree
11.2082787802051	23.7269241164065	TCGA-E7-A7DU-01A-11R-A32O-07	indegree
28.2406875028409	-1.01455480936733	TCGA-DK-A1AE-01A-11R-A13Y-07	indegree
25.2361396138243	-4.81388342961273	TCGA-BT-A0YX-01A-11R-A10U-07	indegree
11.0105304361354	20.8247601097685	TCGA-GV-A3JW-01A-11R-A20F-07	indegree
-13.689978214045	-16.7556931288182	TCGA-DK-A1AD-01A-11R-A13Y-07	indegree
-1.35260461991967	2.02875456793249	TCGA-G2-A2EL-01A-12R-A18C-07	indegree
3.29268501217268	14.4886748040296	TCGA-C4-A0EZ-01A-21R-A24X-07	indegree
26.574996418793	6.83539713647555	TCGA-FD-A3N5-01A-11R-A21D-07	indegree
12.4599483031507	17.5364830668042	TCGA-FD-A3SJ-01A-12R-A22U-07	indegree
11.6946320550933	18.0857139674261	TCGA-4Z-AA84-01A-11R-A39I-07	indegree
10.3941391145308	20.3237805743302	TCGA-H4-A2HQ-01A-11R-A180-07	indegree
15.305303962567	18.0562210898499	TCGA-K4-A54R-01A-11R-A26T-07	indegree
19.9299147279331	3.8777067546908	TCGA-DK-A2I2-01A-11R-A180-07	indegree
13.9775873443752	22.854272227917	TCGA-GV-A6ZA-01A-12R-A33J-07	indegree
14.2403988830347	23.6869627467998	TCGA-KQ-A41R-01A-21R-A352-07	indegree
15.275897640558	15.2151716718339	TCGA-ZF-AA52-01A-12R-A39I-07	indegree
15.4499236238566	-7.63553155455438	TCGA-FD-A3SL-01A-21R-A22U-07	indegree
11.5678674121055	24.4372061165836	TCGA-CF-A47S-01A-11R-A23W-07	indegree
11.5741766099039	24.6509309772749	TCGA-E7-A678-01A-11R-A30C-07	indegree
